player_id,player_name,team_id,team_name,position,href,source_files
942549,Billy Gilmour,9875,Napoli,Midfielder,https://www.fotmob.com/en-GB/players/942549/billy-gilmour,Napoli_Squad.json
90008402,Bodo/Glimt Keepers,8402,Bodo/Glimt,Goalkeeper,https://www.fotmob.com/en-GB/teams/8402/squad/bodoglimt,Bodo_Glimt_Squad.json
1083204,Borja Sainz,9773,FC Porto,Forward,https://www.fotmob.com/en-GB/players/1083204/borja-sainz,FC_Porto_Squad.json
90009789,Borussia Dortmund Keepers,9789,Borussia Dortmund,Goalkeeper,https://www.fotmob.com/en-GB/teams/9789/squad/borussia-dortmund,Borussia_Dortmund_Squad.json
816325,Boubacar Kamara,10252,Aston Villa,Midfielder,https://www.fotmob.com/en-GB/players/816325/boubacar-kamara,Aston_Villa_Squad.json
1297165,Bradley Barcola,9847,Paris Saint-Germain,Forward,https://www.fotmob.com/en-GB/players/1297165/bradley-barcola,Paris_Saint_Germain_Squad.json
750027,Brahim Díaz,8633,Real Madrid,Forward,https://www.fotmob.com/en-GB/players/750027/brahim-diaz,Real_Madrid_Squad.json
1430151,Brajan Gruda,178475,RB Leipzig,Forward,https://www.fotmob.com/en-GB/players/1430151/brajan-gruda,RB_Leipzig_Squad.json
445873,Brandon Mechele,8342,Club Brugge,Defender,https://www.fotmob.com/en-GB/players/445873/brandon-mechele,Club_Brugge_Squad.json
1821727,Brian Fariñas,8634,Barcelona,Midfielder,https://www.fotmob.com/en-GB/players/1821727/brian-farinas,Barcelona_Squad.json
1729841,Brian Madjo,10252,Aston Villa,Forward,https://www.fotmob.com/en-GB/players/1729841/brian-madjo,Aston_Villa_Squad.json
422685,Bruno Fernandes,10260,Manchester United,Midfielder,https://www.fotmob.com/en-GB/players/422685/bruno-fernandes,Manchester_United_Squad.json
850354,Bruno Guimarães,9825,Arsenal,Midfielder,https://www.fotmob.com/en-GB/players/850354/bruno-guimaraes,Arsenal_Squad.json
299799,Bryan Cristante,8686,Roma,Midfielder,https://www.fotmob.com/en-GB/players/299799/bryan-cristante,Roma_Squad.json
923312,Bryan Mbeumo,10260,Manchester United,Midfielder,https://www.fotmob.com/en-GB/players/923312/bryan-mbeumo,Manchester_United_Squad.json
961995,Bukayo Saka,9825,Arsenal,Forward,https://www.fotmob.com/en-GB/players/961995/bukayo-saka,Arsenal_Squad.json
602261,Caglar Söyüncü,8695,Fenerbahce,Defender,https://www.fotmob.com/en-GB/players/602261/caglar-soyuncu,Fenerbahce_Squad.json
622137,Calvin Verdonk,8639,Lille,Defender,https://www.fotmob.com/en-GB/players/622137/calvin-verdonk,Lille_Squad.json
1646517,Cardoso Varela,9773,FC Porto,Forward,https://www.fotmob.com/en-GB/players/1646517/cardoso-varela,FC_Porto_Squad.json
940829,Carlos Augusto,8636,Inter,Defender,https://www.fotmob.com/en-GB/players/940829/carlos-augusto,Inter_Squad.json
1352713,Carlos Baleba,10260,Manchester United,Midfielder,https://www.fotmob.com/en-GB/players/1352713/carlos-baleba,Manchester_United_Squad.json
1841015,Carlos de Roa,8603,Real Betis,Defender,https://www.fotmob.com/en-GB/players/1841015/carlos-de-roa,Real_Betis_Squad.json
1610744,Carlos Espí,8633,Real Madrid,Forward,https://www.fotmob.com/en-GB/players/1610744/carlos-espi,Real_Madrid_Squad.json
1186529,Carlos Forbs,8342,Club Brugge,Forward,https://www.fotmob.com/en-GB/players/1186529/carlos-forbs,Club_Brugge_Squad.json
1841906,Carlos Maciá,10205,Villarreal,Midfielder,https://www.fotmob.com/en-GB/players/1841906/carlos-macia,Villarreal_Squad.json
1282015,Carlos Martín,9906,Atletico Madrid,Forward,https://www.fotmob.com/en-GB/players/1282015/carlos-martin,Atletico_Madrid_Squad.json
1395964,Carlos Romero,10205,Villarreal,Defender,https://www.fotmob.com/en-GB/players/1395964/carlos-romero,Villarreal_Squad.json
1089685,Carney Chukwuemeka,9789,Borussia Dortmund,Midfielder,https://www.fotmob.com/en-GB/players/1089685/carney-chukwuemeka,Borussia_Dortmund_Squad.json
1102240,Casper Tengstedt,10235,Feyenoord,Forward,https://www.fotmob.com/en-GB/players/1102240/casper-tengstedt,Feyenoord_Squad.json
1771196,Cassiano Kiala,9823,Bayern Munich,Defender,https://www.fotmob.com/en-GB/players/1771196/cassiano-kiala,Bayern_Munich_Squad.json
1253852,Castello Lukeba,178475,RB Leipzig,Defender,https://www.fotmob.com/en-GB/players/1253852/castello-lukeba,RB_Leipzig_Squad.json
603477,Cengiz Ünder,8695,Fenerbahce,Forward,https://www.fotmob.com/en-GB/players/603477/cengiz-under,Fenerbahce_Squad.json
395914,Charalambos Lykogiannis,8563,AEK Athens,Defender,https://www.fotmob.com/en-GB/players/395914/charalambos-lykogiannis,AEK_Athens_Squad.json
952057,Charles Vanhoutte,10235,Feyenoord,Midfielder,https://www.fotmob.com/en-GB/players/952057/charles-vanhoutte,Feyenoord_Squad.json
2141015,Cheikh Tidiane Thiam,10205,Villarreal,Midfielder,https://www.fotmob.com/en-GB/players/2141015/cheikh-tidiane-thiam,Villarreal_Squad.json
1833178,Cheikne Kebe,9977,LASK,Defender,https://www.fotmob.com/en-GB/players/1833178/cheikne-kebe,LASK_Squad.json
1586552,Chema Andrés,10269,VfB Stuttgart,Midfielder,https://www.fotmob.com/en-GB/players/1586552/chema-andres,VfB_Stuttgart_Squad.json
1612843,Cheveyo Tsawa,8342,Club Brugge,Midfielder,https://www.fotmob.com/en-GB/players/1612843/cheveyo-tsawa,Club_Brugge_Squad.json
892679,Chris Führich,10269,VfB Stuttgart,Forward,https://www.fotmob.com/en-GB/players/892679/chris-fuhrich,VfB_Stuttgart_Squad.json
1830782,Christian Garofalo,9875,Napoli,Defender,https://www.fotmob.com/en-GB/players/1830782/christian-garofalo,Napoli_Squad.json
1624072,Christian Nwachukwu,951893,Sabah FK,Forward,https://www.fotmob.com/en-GB/players/1624072/christian-nwachukwu,Sabah_FK_Squad.json
747718,Christoph Baumgartner,178475,RB Leipzig,Midfielder,https://www.fotmob.com/en-GB/players/747718/christoph-baumgartner,RB_Leipzig_Squad.json
1232205,Christoph Lang,9977,LASK,Midfielder,https://www.fotmob.com/en-GB/players/1232205/christoph-lang,LASK_Squad.json
704523,Christopher Nkunku,178475,RB Leipzig,Forward,https://www.fotmob.com/en-GB/players/704523/christopher-nkunku,RB_Leipzig_Squad.json
1661197,Christos Alexiou,8563,AEK Athens,Defender,https://www.fotmob.com/en-GB/players/1661197/christos-alexiou,AEK_Athens_Squad.json
1157237,Christos Tzolis,9825,Arsenal,Forward,https://www.fotmob.com/en-GB/players/1157237/christos-tzolis,Arsenal_Squad.json
1486264,Claudio Echeverri,8456,Manchester City,Forward,https://www.fotmob.com/en-GB/players/1486264/claudio-echeverri,Manchester_City_Squad.json
90008342,Club Brugge Keepers,8342,Club Brugge,Goalkeeper,https://www.fotmob.com/en-GB/teams/8342/squad/club-brugge,Club_Brugge_Squad.json
806552,Cody Gakpo,8650,Liverpool,Forward,https://www.fotmob.com/en-GB/players/806552/cody-gakpo,Liverpool_Squad.json
90010171,Como Keepers,10171,Como,Goalkeeper,https://www.fotmob.com/en-GB/teams/10171/squad/como,Como_Squad.json
1113690,Conor Bradley,8650,Liverpool,Defender,https://www.fotmob.com/en-GB/players/1113690/conor-bradley,Liverpool_Squad.json
1482294,Conrad Harder,178475,RB Leipzig,Forward,https://www.fotmob.com/en-GB/players/1482294/conrad-harder,RB_Leipzig_Squad.json
1403328,Costantino Favasuli,9875,Napoli,Defender,https://www.fotmob.com/en-GB/players/1403328/costantino-favasuli,Napoli_Squad.json
1298907,Cristhian Mosquera,9825,Arsenal,Defender,https://www.fotmob.com/en-GB/players/1298907/cristhian-mosquera,Arsenal_Squad.json
727101,Cristian Martínez,6019,Slovan Bratislava,Midfielder,https://www.fotmob.com/en-GB/players/727101/cristian-martinez,Slovan_Bratislava_Squad.json
789066,Cristian Romero,9906,Atletico Madrid,Defender,https://www.fotmob.com/en-GB/players/789066/cristian-romero,Atletico_Madrid_Squad.json
933768,Curtis Jones,8636,Inter,Midfielder,https://www.fotmob.com/en-GB/players/933768/curtis-jones,Inter_Squad.json
994403,Cyril Ngonge,9875,Napoli,Forward,https://www.fotmob.com/en-GB/players/994403/cyril-ngonge,Napoli_Squad.json
201939,Cédric Bakambu,8603,Real Betis,Forward,https://www.fotmob.com/en-GB/players/201939/cedric-bakambu,Real_Betis_Squad.json
